Ob,CASE_STATUS,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
1886,DENIED,3/7/2014,7/24/2017,H-1B,9/6/2014,9/5/2017,"PPD DEVELOPMENT, LLC",,8551 RESEARCH WAY,MIDDLETON,WI,53562,,,,,,",",,,SCIENTIST,19-1099,"LIFE SCIENTISTS, ALL OTHER",541710,1,1,0,0,0,0,0,Y,24.27,Hour,,OES,2013,OFLC ONLINE DATA CENTER,24.27,0,Hour,N,N,,,NA,PENNINGTON,MERCER,NJ,8534,
1887,DENIED,4/21/2017,4/21/2017,H-1B,10/1/2017,9/30/2020,DELL PRODUCTS L.P.,,ONE DELL WAY,ROUND ROCK,TX,78682,UNITED STATES OF AMERICA,,9725776754,,Y,"CHERRY, JACOB",ATLANTA,GA,ENGINEER TECHNICAL SR. ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",42343,1,0,1,0,0,0,0,Y,115440,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,131510,0,Year,N,N,,Y,NA,ROUND ROCK,WILLIAMSOM,TX,787682,
1888,DENIED,3/7/2017,3/9/2017,H-1B,9/2/2017,9/2/2020,"SEEBURGER, INC.",,"1230 PEACHTREE STREET, NE",ATLANTA,GA,30309-3592,UNITED STATES OF AMERICA,,7706043888,,Y,"SHARIFI, LALEH",ATLANTA,GA,JUNIOR INTEGRATION ARCHITECT,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",541511,1,1,0,0,0,0,0,Y,63502,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,63502,79394,Year,N,N,,Y,NA,ATLANTA,FULTON,GA,30309,
1889,DENIED,10/14/2015,7/20/2017,E-3 Australian,11/2/2015,11/1/2017,PROJECT X FOUNDATION FOR ART AND CRITICISM,,PO BOX 41437,LOS ANGELES,CA,90041,,,,,,",",,,ASSOCIATE MANAGING EDITOR,27-3041,EDITORS,511120,1,1,0,0,0,0,0,N,17.76,Hour,,OES,2015,OFLC ONLINE DATA CENTER,23,0,Hour,,,,,NA,LOS ANGELES,LOS ANGELES,CA,90065,
1890,DENIED,3/5/2017,3/5/2017,H-1B,8/29/2017,8/28/2020,ACXIOM CORPORATION,,601 E. THIRD STREET,LITTLE ROCK,AR,72201,UNITED STATES OF AMERICA,,5012521000,,Y,"HERNANDEZ, GUILLERMO",LITTLE ROCK,AR,ASSOCIATE ANALYST,15-2031,OPERATIONS RESEARCH ANALYSTS,518210,1,1,0,0,0,0,1,Y,62483,Year,Level III,Other,2017,OFLC ONLINE DATA CENTER,62483,65000,Year,N,N,,,NA,CONWAY,FAULKNER,AR,72032,
1891,DENIED,1/15/2015,7/18/2017,H-1B,1/15/2015,4/30/2016,"AIM BIG, INC.",,2077 MINER STREET,DES PLAINES,IL,60016,,,,,,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,0,1,Y,71614,Year,,OES,2014,OFLC ONLINE DATA CENTER,96000,0,Year,Y,N,Y,Y,NA,NW WASHINGTON D.C.,DISTRICT OF COLUMBIA,DC,20525,
1892,DENIED,4/5/2017,4/5/2017,H-1B,9/3/2017,9/2/2020,"TRANSPERFECT TRANSLATIONS INTERNATIONAL, INC.",,3 PARK AVENUE,NEW YORK,NY,10016,UNITED STATES OF AMERICA,,2126895555,,Y,"KLINE, MARYANNE",BOSTON,MA,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541930,1,0,0,0,0,0,1,Y,90813,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,104030.16,0,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10016,
1893,DENIED,10/18/2016,10/18/2016,H-1B,3/2/2017,3/1/2020,MAXITROL COMPANY,,23555 TELEGRAPH ROAD,SOUTHFIELD,MI,48033-4129,UNITED STATES OF AMERICA,,2483561400,,Y,"ALDRICH, JAMES",BLOOMFIELD HILLS,MI,SALES ENGINEER,41-9031,SALES ENGINEERS,332911,1,0,1,0,0,0,0,N,31.35,Hour,Level I,Other,2016,OFLC ONLINE DATA CENTER,31.95,0,Hour,N,N,,Y,NA,SOUTHFIELD,OAKLAND,MI,48033-4129,
1894,DENIED,3/14/2017,3/16/2017,H-1B,9/7/2017,9/6/2020,"E-DEFT SOLUTIONS, LLC",,6789 CHARLESTON PARK DRIVE,MASON,OH,45040,UNITED STATES OF AMERICA,,8669933338,,Y,"FLEISCHER, NEIL",CINCINNATI,OH,MIDDLEWARE DEVLOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,33.09,Hour,Level I,Other,2016,OFLC ONLINE DATA CENTER,33.09,0,Hour,N,N,,Y,NA,DALLAS,DALLAS,TX,75236,
1895,DENIED,2/16/2017,2/17/2017,H-1B,4/1/2017,4/1/2020,"KNOWBE4, INC.",,33 N GARDEN AVE SUITE 1200,CLEARWATER,FL,33755,UNITED STATES OF AMERICA,,8555669234,,N,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",611430,1,1,0,0,0,0,0,Y,25.58,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,50000,0,Year,N,N,,Y,NA,CLEARWATER,FL,FL,33755,
1896,DENIED,3/8/2017,3/10/2017,H-1B,9/6/2017,9/5/2020,"NORTH SUFFOLK MENTAL HEALTH ASSOCIATION, INC.",,301 BROADWAY,CHELSEA,MA,2150,UNITED STATES OF AMERICA,,6179127917,,Y,"GOMES, ESQ., LINA",BOSTON,MA,CLINICIAN,21-1023,MENTAL HEALTH AND SUBSTANCE ABUSE SOCIAL WORKERS,621330,1,1,0,0,0,0,0,Y,44683,Year,,CBA,2015,AGREEMENT B/W NORTH SUFFOLK MENTAL HEALTH & SERVICE EMPLOYEES INTL UNION,44683,0,Year,N,N,,,NA,EAST BOSTON,SUFFOLK,MA,2128,
1897,DENIED,3/15/2017,3/21/2017,H-1B,9/14/2017,9/13/2020,SINOVEST LLC,,160 IOWA LN,CARY,NC,27511,UNITED STATES OF AMERICA,,9196457896,,N,",",,,EDUCATION PROGRAM SPECIALIST,21-1012,"EDUCATIONAL, GUIDANCE, SCHOOL, AND VOCATIONAL",5313,1,1,0,0,0,0,0,Y,40851,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,42000,0,Year,N,N,,,NA,CARY,UNITED STATES OF AMERICA,NC,27511,
1898,DENIED,10/4/2016,10/4/2016,H-1B,10/4/2016,7/31/2019,"POLARIS SOLUTIONS, LLC",,100 BROADWAY,NEW YORK,NY,10005,UNITED STATES OF AMERICA,,2125021870,,Y,"YOUNG, BECKI",SILVER SPRING,MD,APPLICATION SUPPORT ANALYST (COMPUTER SYSTEMS ANAL,15-1121,COMPUTER SYSTEMS ANALYSTS,54161,1,1,0,0,0,0,0,Y,64813,Year,Level I,OES,2015,OFLC ONLINE DATA CENTER,61797,75000,Year,Y,N,Y,,NA,NEW YORK,NEW YORK,NY,10005,
1899,DENIED,9/30/2016,10/4/2016,E-3 Australian,10/17/2016,10/17/2018,ROCKETRIP INC.,,"14 E 38TH STREET, 2ND FLOOR",NEW YORK,NY,10016,UNITED STATES OF AMERICA,,6468804935,,N,",",,,CORPORATE RECRUITER,13-1071,HUMAN RESOURCES SPECIALISTS,511210,1,1,0,0,0,0,0,Y,74984,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10016,
1900,DENIED,8/23/2017,8/24/2017,H-1B,9/5/2017,9/4/2020,IT RESONANCE INC.,,2948 ARTESIAN RD. SUITE 108,NAPERVILLE,IL,60564,,,,,,",",,,SR. JAVA CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,541519,1,0,0,1,0,0,0,Y,86653,Year,,OES,2017,OFLC ONLINE DATA CENTER,75100,86750,Year,Y,N,Y,,NA,NEW YORK,NEW YORK,NY,10019,
1901,DENIED,2/10/2017,2/10/2017,H-1B,2/17/2017,2/16/2020,"GATEWAYS REHABILITATION, LLC",,2470 STEARNS STREET,SIMI VALLEY,CA,93063,UNITED STATES OF AMERICA,,8188213897,,Y,"KENT, WILLIAM",STANTON,CA,SPEECH LANGUAGE PATHOLOGIST,29-1127,SPEECH-LANGUAGE PATHOLOGISTS,621340,1,0,0,0,1,0,0,N,39.86,Hour,Level III,OES,2016,OFLC ONLINE DATA CENTER,46,0,Hour,N,N,,,NA,GLENDORA,LOS ANGELES,CA,91740,
1902,DENIED,1/10/2017,1/10/2017,H-1B,1/18/2017,8/31/2017,"SAGE IT, INC.",,"3011 INTERNET BLVD, SUITE 110",FRISCO,TX,75034,UNITED STATES OF AMERICA,,2146192030,,N,",",,,PROGRAMMER ANALYST,15-1131,COMPUTER PROGRAMMERS,541511,1,0,0,0,0,0,1,Y,62005,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,67891,0,Year,Y,N,Y,,NA,ALISO VIEJO,ORANGE,TX,92656,
1903,DENIED,3/2/2017,3/8/2017,H-1B,4/1/2017,3/31/2020,VIRGINIA COMMONWEALTH UNIVERSITY,,"912 WEST GRACE STREET, 4TH FLOOR",RICHMOND,VA,23284,UNITED STATES OF AMERICA,,8048280595,,N,",",,,RESEARCH ASSISTANT PROFESSOR,19-1042,"MEDICAL SCIENTISTS, EXCEPT EPIDEMIOLOGISTS",611310,1,1,0,0,0,0,0,Y,41725,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,71400,0,Year,N,N,,Y,NA,RICHMOND,CITY OF RICHMOND,VA,23298,
1904,DENIED,2/9/2017,2/10/2017,H-1B,8/1/2017,7/31/2019,"LITHIUM TECHNOLOGIES, INC.",,"225 BUSH STREET, SUITE 1500",SAN FRANCISCO,CA,94104,UNITED STATES OF AMERICA,,4157573167,,Y,"CARSON, HELGA",PALO ALTO,CA,SENIOR DATA ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",518210,1,1,0,0,0,0,0,Y,117770,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,170000,0,Year,N,N,,,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94104,
1905,DENIED,9/7/2017,9/8/2017,E-3 Australian,11/3/2017,11/3/2019,"OPPERMAN WEISS, LLC",,55 CHRYSTIE STREET,NEW YORK,NY,10002,,,,,,",",,,MANAGING DIRECTOR,21-Nov,MARKETING MANAGERS,54181,1,0,1,0,0,0,0,Y,227406,Year,,OES,2017,OFLC ONLINE DATA CENTER,250000,0,Year,,,,,NA,NEW YORK,NEW YORK,NY,10002-5063,
1906,DENIED,3/9/2017,3/14/2017,H-1B,3/10/2017,3/10/2020,GRAY PUBLISHING,SOUTHERN COMMUNITY NEWSPAPERS INC,725-A OLD NORCROSS RD,LAWRENCEVILLE,GA,30046,UNITED STATES OF AMERICA,,7709639205,1112,N,",",,,REPORTER,27-3022,REPORTERS AND CORRESPONDENTS,51111,1,0,1,0,1,0,0,Y,20,Hour,,SCA,2016,,30000,70000,Year,N,N,,Y,NA,CONYERS,ROCKDALE,GA,30012,
1907,DENIED,3/20/2017,3/21/2017,H-1B,9/1/2017,5/14/2020,NEW YORK UNIVERSITY,,OFFICE OF GLOBAL SERVICES,NEW YORK,NY,10003,UNITED STATES OF AMERICA,,2129984246,,N,",",,,RESEARCH SCIENTIST,19-1029,"BIOLOGICAL SCIENTISTS, ALL OTHER",611310,1,1,0,0,0,0,0,Y,49608,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER-ACWIA,55000,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10003,
1908,DENIED,3/2/2017,3/7/2017,H-1B,8/25/2017,8/25/2020,"NTS COMMUNICATIONS, INC.",,1220 BROADWAY,LUBBOCK,TX,79401,UNITED STATES OF AMERICA,,8067970687,,Y,"SALAZAR, MELISSA",LUBBOCK,TX,NETWORK ENGINEER,15-1143,COMPUTER NETWORK ARCHITECTS,517110,1,1,0,0,0,0,0,Y,64397,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,65000,0,Year,N,N,,,NA,LUBBOCK,LUBBOCK,TX,79401,
1909,DENIED,9/21/2017,9/22/2017,H-1B,9/21/2017,9/20/2020,"KPI PARTNERS, INC.",,39899 BALENTINE DRIVE,NEWARK,CA,94560,,,,,,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541519,1,0,1,0,0,0,0,Y,87506,Year,,Other,2017,FLC DATA CENTER ONLINE WAGE LIBRARY,88000,0,Year,Y,N,Y,,NA,SAN RAMON,CONTRA COSTA,CA,94583,
1910,DENIED,1/31/2017,2/2/2017,E-3 Australian,4/10/2017,4/10/2019,AUTOMOTIVE CONCEPTS AUSTRALIA INC,,320 HUNTLEY DRIVE,WEST HOLLYWOOD,CA,90069,UNITED STATES OF AMERICA,,3238035198,,Y,"SUNG, JACK",LOS ANGELES,CA,DIRECTOR (STRATEGY & FINANCE),11-1021,GENERAL AND OPERATIONS MANAGERS,441310,1,1,0,0,0,0,0,Y,54974,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,54800,0,Year,,,,,NA,WEST HOLLYWOOD,LOS ANGELES,CA,90069,
1911,DENIED,8/25/2017,8/28/2017,H-1B,8/25/2017,8/24/2020,"EAST WEST HAULING, INC.",,700 1ST STREET,HARRISON,NJ,7029,,,,,,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",484121,1,0,0,1,0,0,0,Y,69701,Year,,OES,2017,OFLC ONLINE DATA CENTER,69701,0,Year,N,N,,N,NA,HARRISON,HUDSON,NJ,7029,
1912,DENIED,9/21/2017,9/26/2017,H-1B,9/25/2017,9/24/2020,"MAVEN, INC.",,161 FORT EVANS RD,LEESBURG,VA,20176,,,,,,",",,,TEST AUTOMATION ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,0,0,0,0,1,0,Y,82493,Year,,Other,2017,OFLC ONLINE DATA CENTER,82493,0,Year,N,N,,Y,NA,GREENWOOD VILLAGE,ARAPAHOE,CO,80111,
1913,DENIED,10/13/2016,10/13/2016,H-1B,12/24/2016,12/16/2019,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9195431821,,N,",",,,APPLICATION DEVELOPER,15-1131,COMPUTER PROGRAMMERS,54151,1,0,1,0,0,0,0,Y,74090,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,70658,81515,Year,N,N,,,NA,DALLAS,DALLAS,TX,75202,
1914,DENIED,3/27/2017,3/31/2017,H-1B,4/1/2017,3/31/2020,HUMPHRIES AND COMPANY,,"4581 SOUTH COBB DRIVE, SUITE 200",SMYRNA,GA,30080,UNITED STATES OF AMERICA,,7704341890,,N,",",,,COST ESTIMATOR,13-1051,COST ESTIMATORS,23622,1,0,0,0,0,0,0,Y,62400,Year,,Other,2015,OFLC ONLINE DATA CENTER,70000,0,Year,N,N,,Y,NA,SMYRNA,COBB,GA,30067,
1915,DENIED,6/26/2014,12/19/2016,H-1B,10/2/2014,10/1/2017,"CITRIX SYSTEMS, INC.","CITRIX SYSTEMS, INC.",851 WEST CYPRESS CREEK ROAD,FT. LAUDERDALE,FL,33309,UNITED STATES OF AMERICA,,9542673000,,Y,"BROOKS, SAMANTHA",ATLANTA,GA,SENIOR SOFTWARE TEST ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",541511,1,0,1,0,0,0,0,Y,110094,Year,Level II,OES,2013,OFLC ONLINE DATA CENTER,110094,120000,Year,N,N,,,NA,SANTA CLARA,SANTA CLARA,CA,95054,
1916,DENIED,9/28/2017,9/28/2017,H-1B,9/28/2017,9/27/2020,"BLUE CROSS AND BLUE SHIELD OF FLORIDA, INC.",,4800 DEERWOOD CAMPUS PARKWAY,JACKSONVILLE,FL,32246,,,,,,",",,,PRINCIPAL IT ARCHITECT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",524114,1,0,0,1,0,0,0,Y,106766,Year,,OES,2016,OFLC ONLINE DATA CENTER,135943.46,0,Year,N,N,,,NA,JACKSONVILLE,DUVAL,FL,32246,
1917,DENIED,9/21/2017,9/25/2017,H-1B,9/28/2017,9/27/2020,SOGETI USA LLC,,10100 INNOVATION DRIVE,DAYTON,OH,45342,,,,,,",",,,MANAGER CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,1,0,0,0,Y,94600,Year,,Other,2017,WILLIS TOWERS WATSON DATA SERVICES 2017 PROFESSIONAL (TECHNICAL AND OPERATIONS,87000,0,Year,Y,N,Y,,NA,WESTCHESTER,COOK,IL,60154,
1918,DENIED,3/3/2017,3/4/2017,H-1B,9/1/2017,9/1/2020,KRASAMO INC.,,850 CENTRAL PARKWAY EAST,PLANO,TX,75074,UNITED STATES OF AMERICA,,2144183347,,Y,"AZHAR, FURQAN",ALLEN,TX,MOBILE APP DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,1,0,0,0,0,0,Y,68827,Year,Level I,Other,2017,OFLC ONLINE DATA CENTER,68827,68827,Year,N,N,,Y,NA,PLANO,COLLIN,TX,75074,
1919,DENIED,8/30/2017,8/31/2017,H-1B,8/30/2017,3/8/2020,"APPRIDAT SOLUTIONS, LLC",,5655 PEACHTREE PKWY,PEACHTREE CORNERS,GA,30092,,,,,,",",,,DATABASE ADMINISTRATOR,15-1141,DATABASE ADMINISTRATORS,541511,1,0,1,0,0,0,1,Y,73670,Year,,OES,2017,OFLC ONLINE DATA CENTER,75100,0,Year,Y,N,Y,,NA,CHAROLOTTE,MECKLENBURG,NC,28202,
1920,DENIED,9/13/2017,9/13/2017,H-1B,9/27/2017,9/6/2020,AMERICAN GENERAL LIFE INSURANCE COMPANY,,175 WATER STREET,NEW YORK,NY,10038,,,,,,",",,,SENIOR/LEAD DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",5241,1,0,0,0,0,1,0,Y,107411,Year,,OES,2017,OFLC ONLINE DATA CENTER,109500,0,Year,N,N,,,NA,HOUSTON,HARRIS,TX,77019,
1921,DENIED,6/14/2017,6/19/2017,H-1B,11/30/2017,11/29/2020,"NETAPP, INC.",,495 EAST JAVA DRIVE,SUNNYVALE,CA,94089,UNITED STATES OF AMERICA,,4088226000,,Y,"WINARSKY, KAREN",ATLANTA,GA,SYSTEMS ENGINEER,17-2061,COMPUTER HARDWARE ENGINEERS,541511,1,0,1,0,0,0,0,Y,93246,Year,,OES,2016,OFLC ONLINE DATA CENTER,135000,145000,Year,N,N,,,NA,ATLANTA,COBB,GA,30342,
1922,DENIED,10/17/2016,10/19/2016,H-1B,10/24/2016,10/24/2019,"CONSTANT CONTACT, INC.",,1601 TRAPELO RD.,WALTHAM,MA,2451,UNITED STATES OF AMERICA,,7818523203,,Y,"BAY, RYAN",CHICAGO,IL,SP SR. FINANCE ANALYST,13-2051,FINANCIAL ANALYSTS,518210,1,0,0,1,0,0,0,Y,95160,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,90950,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10004,
1923,DENIED,2/10/2017,2/15/2017,H-1B,8/12/2017,8/11/2020,GOOGLE INC.,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,,Y,"LUAN, GLORIA",DALLAS,TX,TEST ENGINEER 1615.17826,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,1,0,0,0,0,0,Y,147222,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,150800,0,Year,N,N,,,NA,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
1924,DENIED,2/24/2017,2/28/2017,H-1B,4/1/2017,4/1/2020,ERNST & YOUNG U.S. LLP,,200 PLAZA DRIVE,SECAUCUS,NJ,7094,UNITED STATES OF AMERICA,,2018723003,,Y,"WALSH, MARC",TORONTO,,ADVISORY SENIOR,15-1121,COMPUTER SYSTEMS ANALYSTS,541211,1,0,0,0,0,1,0,Y,84864,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,115000,0,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10036,
1925,DENIED,2/25/2015,8/24/2017,H-1B,3/3/2015,3/2/2018,"ARKSTEK, INC.",,2851 S PARKER ROAD,AURORA,CO,80014,,,,,,",",,,JAVA DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,1,0,0,0,Y,64230,Year,,Other,2015,OFLC ONLINE DATA CENTER,65000,0,Year,Y,N,Y,Y,NA,AURORA,ARAPAHOE,CO,80014,
1926,DENIED,3/10/2017,3/10/2017,H-1B,9/9/2017,9/7/2020,"INOVALON, INC.",,4321 COLLINGTON ROAD,BOWIE,MD,20716,UNITED STATES OF AMERICA,,3018094000,2018,Y,"ORTIZ, DOROTHY",BOWIE,MD,BUSINESS ANALYST,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541690,1,1,0,0,0,0,0,Y,63315,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,63574,73574,Year,N,N,,,NA,BOWIE,PRINCE GEORGE'S,MD,20716,
1927,DENIED,1/25/2017,2/1/2017,H-1B,1/30/2017,1/29/2020,SIMSAN GLOBAL SOLUTIONS INC,,2009 LOMA ALTA DRIVE,IRVING,TX,75063,UNITED STATES OF AMERICA,,8178812486,,N,",",,,BUSINESS SYSTEM AND QA ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,5415,1,0,1,0,0,0,0,Y,78957,Year,Level II,Other,2016,HTTP://WWW.FLCDATACENTER.COM,80000,86000,Year,N,N,,Y,NA,IRVING,DALLAS,TX,75063,
1928,DENIED,2/27/2017,2/27/2017,H-1B,8/27/2017,8/26/2020,"TIDEWORKS TECHNOLOGY, INC.",,1131 SW KLICKITAT WAY,SEATTLE,WA,98134,UNITED STATES OF AMERICA,,2063824470,,Y,"CHEETHAM, JANET",SEATTLE,WA,DEVELOPMENT MANAGER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,89669,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,105000,115000,Year,N,N,,Y,NA,SEATTLE,KING,WA,98134,
1929,DENIED,5/25/2017,5/26/2017,H-1B,6/1/2017,5/31/2020,IBM CORPORATION,,3039 E CORNWALLIS RD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192544342,,N,",",,,PACKAGE SOLUTION CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",54151,1,0,0,0,0,0,1,Y,90813,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,102973.2,0,Year,N,N,,,NA,PISCATAWAY,MIDDLESEX,NJ,8854,
1930,DENIED,11/17/2016,11/22/2016,H-1B,12/1/2016,8/22/2019,"BELCAN ENGINEERING GROUP, INC.",,423 SW WASHINGTON STREET,PEORIA,IL,61602,UNITED STATES OF AMERICA,,3096744300,,Y,"NEAL, SHERRY",CINCINNATI,OH,DESIGN ENGINEER,17-2141,MECHANICAL ENGINEERS,541330,1,0,1,0,0,0,0,Y,33.19,Hour,Level III,Other,2016,DIETRICH SURVEY,33.94,0,Hour,N,N,,,NA,MOSSVILLE,PEORIA,IL,61552,
1931,DENIED,8/4/2017,8/4/2017,H-1B,8/22/2017,8/21/2020,"ONCORRE, INC.",,672 U.S. 202/206 NORTH,BRIDGEWATER,NJ,8807,,,,,,",",,,BUSINESS SYSTEMS ANALYST-II,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,1,0,Y,135283,Year,,OES,2017,OFLC ONLINE DATA CENTER,135283,0,Year,Y,N,Y,,NA,NORTH BRUNSWICK,MIDDLESEX,NJ,8902,
1932,DENIED,9/10/2015,12/6/2016,H-1B,9/17/2015,9/16/2018,IBM INDIA PRIVATE LIMITED,,3039 CORNWALLIS ROAD,DURHAM,NC,27709,UNITED STATES OF AMERICA,,9192541561,,N,",",,,APPLICATION DESIGNER,15-1131,COMPUTER PROGRAMMERS,541510,1,0,0,0,0,0,1,Y,72342,Year,Level II,OES,2015,OFLC ONLINE DATA CENTER,88134,0,Year,N,N,,,NA,AGOURA HILLS,LOS ANGELES,CA,91301,
1933,DENIED,9/12/2017,9/13/2017,H-1B,9/19/2017,9/19/2020,"OPTUM SERVICES, INC.",,11000 OPTUM CIRCLE,EDEN PRAIRIE,MN,55344,,,,,,",",,,APPLICATION DEVELOPMENT CONSULTANT,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541512,1,0,0,0,0,1,0,Y,118664,Year,,OES,2017,OFLC ONLINE DATA CENTER,118664,133200,Year,N,N,,Y,NA,CYPRESS,ORANGE,CA,92647,
1934,DENIED,6/27/2017,6/27/2017,H-1B,7/14/2017,7/13/2020,CDM SMITH INC.,,"75 STATE STREET, SUITE 701",BOSTON,MA,2109,UNITED STATES OF AMERICA,,6174526000,,Y,"RICCIO, LAURIE",BOSTON,MA,WATER RESOURCES ENGINEER IV,17-2081,ENVIRONMENTAL ENGINEERS,541330,1,0,0,0,0,0,1,Y,74235,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,82784,0,Year,N,N,,Y,NA,TAMPA,HILLSBOROUGH COUNTY,FL,33607,
1935,DENIED,1/11/2017,1/11/2017,H-1B,1/11/2017,8/2/2019,"P3 NORTH AMERICA, INC.",,25650 W. 11 MILE ROAD,SOUTHFIELD,MI,48034,UNITED STATES OF AMERICA,,2487922277,,Y,"HANNA, NATALIA",TROY,MI,SYSTEMS ENGINEER,17-2071,ELECTRICAL ENGINEERS,541330,1,0,0,0,0,0,1,Y,62379,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,,Y,NA,SOUTHFIELD,MICHIGAN,MI,48034,
1936,DENIED,8/17/2017,8/18/2017,H-1B,8/28/2017,10/17/2017,ERNST &AMP; YOUNG U.S. LLP,,200 PLAZA DRIVE,SECAUCUS,NJ,7094,,,,,,",",,,ADVISORY SENIOR MANAGER,15-1121,COMPUTER SYSTEMS ANALYSTS,541211,1,0,0,0,1,0,0,Y,116584,Month,,OES,2017,OFLC ONLINE DATA CENTER,183800,0,Year,N,N,,,NA,HOUSTON,HARRIS,TX,77010,
