Ob,CASE_SUBMITTED,DECISION_DATE,VISA_CLASS,EMPLOYMENT_START_DATE,EMPLOYMENT_END_DATE,EMPLOYER_NAME,EMPLOYER_BUSINESS_DBA,EMPLOYER_ADDRESS,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_REPRESENTING_EMPLOYER,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,NEW_EMPLOYMENT,CONTINUED_EMPLOYMENT,CHANGE_PREVIOUS_EMPLOYMENT,NEW_CONCURRENT_EMPLOYMENT,CHANGE_EMPLOYER,AMENDED_PETITION,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_WAGE_LEVEL,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H1B_DEPENDENT,WILLFUL_VIOLATOR,SUPPORT_H1B,LABOR_CON_AGREE,PUBLIC_DISCLOSURE_LOCATION,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,ORIGINAL_CERT_DATE
913,3/30/2017,4/5/2017,H-1B,9/17/2017,9/17/2020,"INNOMINDS SOFTWARE INC.,",,2055 JUNCTION AVENUE,SAN JOSE,CA,95131,UNITED STATES OF AMERICA,,4084336463,NA,Y,"CHUGH, NAVNEET",SANTA CLARA,CA,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,15,15,0,0,0,0,0,Y,124675,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,124675,0,Year,Y,N,Y,,NA,SAN JOSE,SANTA CLARA,CA,95131,
914,3/17/2017,3/23/2017,H-1B,3/24/2017,3/23/2020,EBAY INC.,,2025 HAMILTON AVE.,SAN JOSE,CA,95125,UNITED STATES OF AMERICA,,4083764952,NA,Y,"DARKES, CASSANDRA",ARLINGTON,VA,"MANAGER, MARKETING 2",21-Nov,MARKETING MANAGERS,454112,1,0,0,0,0,1,0,Y,124663,Year,,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,152000,0,Year,N,N,,,NA,SAN JOSE,SANTA CLARA,CA,95125,
915,7/6/2017,7/12/2017,H-1B,7/13/2017,7/12/2020,LARSEN & TOUBRO INFOTECH LIMITED,,"2035 LINCOLN HIGHWAY, EDISON SQUARE WEST",EDISON,NJ,8817,,,,NA,,",",,,DATA WAREHOUSING SPECIALIST,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,0,0,0,0,0,1,Y,64314,Year,,OES,2017,OFLC ONLINE DATA CENTER,66120,0,Year,Y,N,Y,,NA,OKLAHOMA CITY,OKLAHOMA,OK,73128,
916,4/5/2017,4/11/2017,H-1B,4/19/2017,4/18/2020,"SHUTTERFLY, INC.",,2800 BRIDGE PARKWAY,REDWOOD CITY,CA,94065,UNITED STATES OF AMERICA,,6506105459,NA,Y,"COKER, DIANA",SAN DIEGO,CA,SENIOR QA ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",323111,1,0,0,0,0,0,1,Y,85738,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,120300,0,Year,N,N,,,NA,REDWOOD CITY,SAN MATEO,CA,94065,
917,4/11/2017,4/17/2017,H-1B,5/1/2017,5/1/2020,"4CONSULTING, INC.",,10440 N. CENTRAL EXPRESSWAY,DALLAS,TX,75231,UNITED STATES OF AMERICA,,2146988633,NA,Y,"KHAN, SHAHZAD",RICHARDSON,TX,DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,1,0,Y,84282,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,90000,0,Year,N,N,,,NA,MIAMI,MIAMI-DADE,FL,33176,
918,10/18/2016,10/24/2016,H-1B,10/26/2016,10/25/2019,PRODWARE SOLUTIONS LLC,,1661 US RT 22 WEST,BOUND BROOK,NJ,8805,UNITED STATES OF AMERICA,,7322711900,NA,N,",",,,SOFTWARE ENGINEER,15-1131,COMPUTER PROGRAMMERS,541511,1,0,0,0,0,1,0,Y,55910,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,Y,Y,Y,NA,CHESTNUT RIDGE,ROCKLAND,NY,10977,
919,10/5/2016,10/12/2016,H-1B,10/14/2016,10/13/2019,"ASIA STAR MEDIA, CORP.",,"85 BROAD STREET, 18TH FLOOR",NEW YORK,NY,10004,UNITED STATES OF AMERICA,,9174605849,NA,Y,"COOKE, ARTHUR",TULSA,OK,DIRECTOR OF PUBLIC RELATIONS,27-3031,PUBLIC RELATIONS SPECIALISTS,711320,1,0,0,0,0,1,0,Y,38771,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,55000,55000,Year,N,N,N,Y,NA,NEW YORK,NEW YORK,NY,10004,
920,3/23/2017,3/29/2017,H-1B,9/19/2017,9/19/2020,IBM CORPORATION,,3039 CORNWALLIS RD,RESEARCH TRIANGLE PARK,NC,27709,UNITED STATES OF AMERICA,,9192544576,NA,Y,"PELOQUIN, TINA",NEW YORK,NY,SENIOR MANAGING CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,54151,1,1,0,0,0,0,0,Y,87922,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,156504,156504,Year,N,N,,,NA,DURHAM,DURHAM,NC,27709,
921,2/9/2017,2/15/2017,H-1B,8/8/2017,8/7/2020,CAPGEMINI AMERICA INC,,333 WEST WACKER DRIVE,CHICAGO,IL,60606,UNITED STATES OF AMERICA,,3123955000,NA,N,",",,,TEST CONSULTANT 3,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5416,1,1,0,0,0,0,0,Y,90376,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,90600,0,Year,Y,N,Y,,NA,NEW YORK,NEW YORK,NY,10020,
922,2/17/2017,2/24/2017,H-1B,8/15/2017,8/14/2020,"INTELLISOFT TECHNOLOGIES, INC.",,1320 GREENWAY DRIVE,IRVING,TX,75038,UNITED STATES OF AMERICA,,9727561212,NA,Y,"HARRISON-DONALDSON, KIMBERLY",COLUMBUS,OH,DATA SCIENCE CONSULTANT,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,1,0,0,0,0,0,Y,60798,Year,Level I,OES,2017,OFLC ONLINE DATA CENTER,61000,0,Year,Y,N,Y,,NA,IRVING,DALLAS,TX,75038,
923,3/1/2017,3/7/2017,H-1B,8/28/2017,8/27/2020,INSTITUTIONAL INVESTOR LLC,,225 PARK AVENUE SOUTH,NEW YORK,NY,10003,UNITED STATES OF AMERICA,,2122243241,NA,Y,"LEVIN, SARA",LARCHMONT,NY,BUSINESS ANALYST - TECHNOLOGY,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",511120,1,1,0,0,0,0,0,Y,53165,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,68000,0,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10003,
924,3/8/2017,3/14/2017,H-1B,9/7/2017,9/7/2020,SOARING HELMET CORPORATION,VEGA HELMET,564 INDUSTRY DRIVE,TUKWILA,WA,98188,UNITED STATES OF AMERICA,,8007284898,NA,Y,"PAN, YARAN",FRAMINGHAM,MA,ACCOUNTING STAFF,13-2011,ACCOUNTANTS AND AUDITORS,423910,1,1,0,0,0,0,0,Y,46509,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,48880,0,Year,N,N,,,NA,COLUMBUS,FRANKLIN,OH,43228,
925,3/9/2017,3/15/2017,H-1B,9/8/2017,9/8/2020,"OPTIMAL CAE, INC.",,47802 WEST ANCHOR COURT,PLYMOUTH,MI,48170,UNITED STATES OF AMERICA,,7344147933,NA,Y,"TAO, DEHAI",ANN ARBOR,MI,PROJECT ENGINEER,17-2141,MECHANICAL ENGINEERS,541330,1,1,0,0,0,0,0,Y,68370,Year,Level I,Other,2017,OFLC ONLINE DATA CENTER,68370,74500,Year,Y,N,Y,Y,NA,DEARBORN,WAYNE,MI,48124,
926,3/14/2017,3/20/2017,H-1B,9/12/2017,9/12/2020,ROBERT BUGATTO ENTERPRISE INC.,THE TIDES WHARF/INN AT THE TIDES,800 HIGHWAY ONE,BODEGA BAY,CA,94923,UNITED STATES OF AMERICA,,7078752777,NA,Y,"MARIBAO, JULIENNE",LOS ANGELES,CA,PUBLIC RELATIONS SPECIALIST,27-3031,PUBLIC RELATIONS SPECIALISTS,721110,1,1,0,0,0,0,0,Y,16.72,Hour,Level I,OES,2017,OFLC ONLINE DATA CENTER,16.72,0,Hour,N,N,,Y,NA,BODEGA BAY,SONOMA,CA,94923,
927,3/7/2017,3/13/2017,H-1B,3/14/2017,3/14/2020,TECH MAHINDRA TECHNOLOGIES INC.,,1001 DURHAM AVENUE,SOUTH PLAINFIELD,NJ,7080,UNITED STATES OF AMERICA,,9732169008,NA,Y,"CHUGH, NAVNEET",CERRITOS,CA,QUALITY ASSURANCE ANALYST,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541519,1,0,0,0,0,1,0,Y,61610,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,86029,0,Year,Y,N,Y,,NA,EL SEGUNDO,LOS ANGELES,CA,90245,
928,2/27/2017,3/3/2017,H-1B,8/27/2017,8/26/2020,TATA CONSULTANCY SERVICES LIMITED,,9201 CORPORATE BOULEVARD,ROCKVILLE,MD,20850,UNITED STATES OF AMERICA,,3012319083,226,N,",",,,DEVELOPER,15-1131,COMPUTER PROGRAMMERS,541511,3,3,0,0,0,0,0,Y,67829,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,67829,94500,Year,Y,N,Y,,NA,SAN DIEGO,SAN DIEGO,CA,92127,
929,10/11/2016,10/18/2016,H-1B,10/24/2016,10/23/2019,"CORNERSTONE SERVICES, INC.",,5566 WEST CHESTER ROAD,WEST CHESTER,OH,45069,UNITED STATES OF AMERICA,,5136031400,NA,Y,"MOORE, KATHRYN",MCLEAN,VA,SENIOR PROGRAM ANALYST,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,0,0,0,0,1,0,Y,82971,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,92700,101565.91,Year,N,N,,Y,NA,WEST CHESTER,BUTLER COUNTY,OH,45069,
930,8/23/2017,8/29/2017,H-1B,9/1/2017,9/1/2020,"YAHOO HOLDINGS, INC.",,701 FIRST AVENUE,SUNNYVALE,CA,94089,,,,NA,,",",,,"SOFTWARE DEV ENGINEER, SR",15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",519130,1,0,0,0,0,0,1,Y,147545,Year,,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,147545,164600,Year,N,N,,,NA,SUNNYVALE,SANTA CLARA,CA,94089,
931,2/3/2017,2/9/2017,H-1B,3/15/2017,3/14/2020,POKROY MEDICAL GROUP OF NEVADA LTD,PEDIATRIX MEDICAL GROUP OF NEVADA,1301 CONCORD TERRACE,SUNRISE,FL,33323,UNITED STATES OF AMERICA,,9543840175,NA,Y,"OMBOK, OTIENO",WHITE PLAINS,NY,PEDIATRIC INTENSIVIST,29-1065,"PEDIATRICIANS, GENERAL",621111,1,1,0,0,0,0,0,Y,196248,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,250000,0,Year,N,N,,,NA,LAS VEGAS,CLARK,NV,89109,
932,3/21/2017,3/27/2017,H-1B,9/20/2017,9/19/2020,"ALL PRO SOLUTIONS, INC.",,1351 E. BLACK STREET,ROCK HILL,SC,29730,UNITED STATES OF AMERICA,,8039804141,NA,Y,"MAURER, CHARLES",FLUSHING,NY,ACCOUNTANT,13-2011,ACCOUNTANTS AND AUDITORS,334119,1,1,0,0,0,0,0,N,23.5,Hour,Level I,OES,2016,OFLC ONLINE DATA CENTER,23.5,0,Hour,N,N,,Y,NA,ROCK HILL,YORK,SC,29730,
933,10/20/2016,10/26/2016,H-1B,10/20/2016,10/19/2019,CAPGEMINI AMERICA INC,,333 WEST WACKER DRIVE,CHICAGO,IL,60606,UNITED STATES OF AMERICA,,3123955000,NA,N,",",,,TEST CONSULTANT 2,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",5416,3,0,1,0,0,1,1,Y,58261,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,60700,0,Year,Y,N,Y,,NA,WEST CHESTER,BUTLER,OH,45069,
934,12/21/2016,12/28/2016,H-1B,1/1/2017,12/31/2019,"MARKIT NORTH AMERICA, INC.",IHS MARKIT,321 INVERNESS DR. SOUTH,ENGLEWOOD,CO,80112,UNITED STATES OF AMERICA,,3033972604,NA,Y,"GAVRIELOV, MAZAL",NEWARK,NJ,BUSINESS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,523930,1,0,0,0,0,0,1,Y,104936,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,104936,119936,Year,N,N,,,NA,NEW YORK,NEW YORK,NY,10111,
935,3/16/2017,3/22/2017,H-1B,9/15/2017,9/14/2020,WEYI INC.,,12555 ORANGE DRIVE,DAVIE,FL,33330,UNITED STATES OF AMERICA,,8555686509,NA,Y,"ZHANG, JERRY",HOUSTON,TX,SOFTWARE DEVELOPER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,51792,Year,Level I,Other,2016,OFLC ONLINE DATA CENTER,57000,0,Year,N,N,,Y,NA,DAVIE,BROWARD,FL,33330,
936,3/2/2016,11/18/2016,H-1B,8/31/2016,8/31/2019,"SUPRASOFT, INC.",,1251 N. PLUM GROVE RD.,SCHAUMBURG,IL,60173,UNITED STATES OF AMERICA,,8479691315,NA,Y,"TALLEY, CASSANDRA",WEST BLOOMFIELD,MI,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",561330,1,1,0,0,0,0,0,Y,57325,Year,Level I,OES,2015,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,Y,,NA,SUWANEE,GWINNETT,GA,30024,3/8/2016
937,3/23/2017,3/30/2017,H-1B,9/16/2017,9/16/2020,GREEK ORTHODOX ARCHDIOCESE OF AMERICA,,8 EAST 79TH STREET,NEW YORK,NY,10075,UNITED STATES OF AMERICA,,2125703500,NA,Y,"LEVINE, ROXANNE",NEW YORK,NY,PUBLIC RELATIONS SPECIALIST,27-3031,PUBLIC RELATIONS SPECIALISTS,813110,1,1,0,0,0,0,0,Y,38771,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,42000,0,Year,N,N,,Y,NA,NEW YORK,NEW YORK,NY,10075,3/29/2017
938,2/10/2017,2/16/2017,H-1B,2/17/2017,2/17/2020,VIRTUSA CORPORATION,,2000 WEST PARK DRIVE,WESTBOROUGH,MA,1581,UNITED STATES OF AMERICA,,5083897451,NA,Y,"CARTER, KIRK",FRAMINGHAM,MA,CIS MANAGER 2,21-Nov,COMPUTER AND INFORMATION SYSTEMS MANAGERS,541511,1,0,0,0,0,0,1,Y,120162,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,130000,0,Year,Y,N,Y,Y,NA,TAMPA,HILLSBOROUGH,FL,33610,
939,6/16/2017,6/22/2017,H-1B,6/26/2017,6/26/2020,"DAZ SYSTEMS, INC.",,880 APOLLO ST.,EL SEGUNDO,CA,90245,UNITED STATES OF AMERICA,,3106401300,NA,Y,"VASQUEZ, MELISSA",LOS ANGELES,CA,"SENIOR CONSULTANT, ORACLE APPLICATIONS",15-1121,COMPUTER SYSTEMS ANALYSTS,54151,50,10,10,10,0,10,10,Y,96949,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,135000,175000,Year,Y,N,Y,,NA,FAIRPOINT,MONROE,NY,14450,
940,3/17/2017,3/23/2017,H-1B,7/17/2017,7/16/2020,TECHNOLOGY CONSULTANTS INC,,33505 STATE ST,FARMINGTON,MI,48335,UNITED STATES OF AMERICA,,2484268115,NA,N,",",,,PROGRAMMER ANALYST( MDM DEVELOPER),15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,0,Y,71760,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,90000,0,Year,Y,N,Y,Y,NA,ROCKVILLE,MONTGOMERY,MD,20852,
941,8/31/2017,9/7/2017,H-1B,3/2/2018,3/1/2021,TECH MAHINDRA (AMERICAS) INC.,,4965 PRESTON PARK BLVD.,PLANO,TX,75093,,,,NA,,",",,,SOFTWARE QUALITY ASSURANCE ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,0,1,0,0,0,0,Y,72218,Year,,OES,2017,OFLC ONLINE DATA CENTER,89068,0,Year,Y,N,Y,Y,NA,ATLANTA,FULTON,GA,30319,
942,3/8/2017,3/14/2017,H-1B,8/29/2017,8/28/2020,"ALCATEL-LUCENT USA, INC.",NOKIA,600 MOUNTAIN AVENUE,MURRAY HILL,NJ,7974,UNITED STATES OF AMERICA,,9085823042,NA,Y,"ENU, HASEENA",ADDISON,TX,SOFTWARE QA ENGINEER,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",517919,1,1,0,0,0,0,0,Y,95306,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,105000,0,Year,N,N,,,NA,MOUNTAIN VIEW,SANTA CLARA,CA,94043,
943,2/10/2017,2/16/2017,H-1B,8/10/2017,8/9/2020,"VMWARE, INC.",,3401 HILLVIEW AVE.,PALO ALTO,CA,94304,UNITED STATES OF AMERICA,,5128133194,NA,Y,"MARONEY, JACQUELYN",AUSTIN,TX,SENIOR MEMBER OF TECHNICAL STAFF,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,125266,Year,,Other,2017,RADFORD GLOBAL TECHNOLOGY SURVEY,139700,0,Year,N,N,,,NA,PALO ALTO,SANTA CLARA,CA,94304,
944,3/14/2017,3/20/2017,H-1B,3/14/2017,3/3/2020,VST CONSULTING INC,,200 MIDDLESEX ESSEX TPKE,ISELIN,NJ,8830,UNITED STATES OF AMERICA,,7324040025,NA,N,",",,,BA TRAINER,13-1151,TRAINING AND DEVELOPMENT SPECIALISTS,541512,1,1,0,0,0,0,0,N,18.23,Hour,Level I,Other,2017,OFLC ONLINE DATA CENTER,19,0,Hour,Y,N,N,Y,NA,ISELIN,MIDDLESEX,NJ,8830,
945,3/20/2017,3/24/2017,H-1B,9/15/2017,9/14/2020,CSTS TECHNOLOGIES INC,,200 CENTENNIAL AVENUE,PISCATAWAY,NJ,8854,UNITED STATES OF AMERICA,,2489430486,NA,N,",",,,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",541511,1,1,0,0,0,0,0,Y,55390,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,71000,0,Year,Y,N,Y,,NA,NORTH MIAMI BEACH,MIAMI-DADE,FL,33181,
946,1/12/2017,1/19/2017,E-3 Australian,2/1/2017,1/31/2019,THE UNIVERSITY OF TULSA,,800 SOUTH TUCKER DRIVE,TULSA,OK,74104,UNITED STATES OF AMERICA,,9186312373,0,Y,"BROUSSARD, STEVEN",TULSA,OK,ASSISTANT COACH & RECRUITING COORDINATOR,27-2022,COACHES AND SCOUTS,611310,1,1,0,0,0,0,0,Y,41750,Year,Level II,OES,2017,OFLC ONLINE DATA CENTER,43684,0,Year,,,,,NA,TULSA,TULSA,OK,74104,
947,3/15/2017,3/21/2017,H-1B,9/2/2017,9/1/2020,"WESTERNACHER & PARTNER CONSULTING, INC.",,8 GROVE STREET,WELLESLEY,MA,2482,UNITED STATES OF AMERICA,,7812835777,NA,Y,"COFFMAN, WILLIAM",BOSTON,MA,SAP CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,541330,1,1,0,0,0,0,0,Y,63710,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,N,N,,,NA,WELLESLEY,NORFOLK,MA,2482,
948,8/14/2017,8/18/2017,H-1B,8/14/2017,8/9/2020,TATA CONSULTANCY SERVICES LIMITED,,9201 CORPORATE BOULEVARD,ROCKVILLE,MD,20850,,,,NA,,",",,,ARCHITECT,15-1199,"COMPUTER OCCUPATIONS, ALL OTHER",541511,1,0,0,0,0,0,1,Y,54434,Year,,OES,2017,OFLC ONLINE DATA CENTER,62500,95800,Year,Y,N,Y,,NA,AKRON,SUMMIT,OH,44316,
949,3/23/2017,3/29/2017,H-1B,9/22/2017,9/21/2020,"TNP SYSTEMS, LLC",,9901 EAST VALLEY RANCH PARKWAY,IRVING,TX,75063,UNITED STATES OF AMERICA,,2145419270,NA,N,",",,,DATABASE ADMINISTRATOR,15-1141,DATABASE ADMINISTRATORS,541511,1,1,0,0,0,0,0,Y,55474,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,60120,0,Year,Y,N,Y,,NA,IRVING,DALLAS,TX,75063,
950,2/3/2014,11/14/2016,H-1B,2/18/2014,2/17/2017,"ACTIONET, INC.",,"2600 PARK TOWER DRIVE, SUITE 1000",VIENNA,VA,22180,UNITED STATES OF AMERICA,,7032040090,NA,Y,"CHANG, SAM",WASHINGTON,DC,SENIOR SOLUTIONS ARCHITECT,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",541519,1,1,0,0,0,0,0,Y,141107,Year,Level IV,OES,2014,OFLC ONLINE DATA CENTER,149000,0,Year,N,N,,,NA,WINDSOR MILL,BALTIMORE,MD,21244,2/7/2014
951,3/1/2017,3/7/2017,H-1B,8/31/2017,8/31/2020,"PACT, INC.",,1828 L STREET NW,WASHINGTON,DC,20036,UNITED STATES OF AMERICA,,2026843668,NA,Y,"BAY, RYAN",CHICAGO,IL,FINANCE SPECIALIST,13-2051,FINANCIAL ANALYSTS,813319,1,1,0,0,0,0,0,Y,59238,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,63787.5,0,Year,N,N,,Y,NA,WASHINGTON DC,DISTRICT OF COLUMBIA,DC,20036,
952,3/17/2017,3/23/2017,H-1B,9/1/2017,8/31/2019,NICHE SOFTWARE SOLUTIONS INC,,10101  HARWIN DR,HOUSTON,TX,77036,UNITED STATES OF AMERICA,,8776128972,NA,N,",",,,QA ANALYST,15-1131,COMPUTER PROGRAMMERS,541512,1,1,0,0,0,0,0,Y,52478,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,52478,0,Year,Y,N,Y,Y,NA,HOUSTON,HARRIS COUNTY,TX,77036,
953,3/23/2017,8/1/2017,H-1B,9/22/2017,9/21/2020,GOOGLE INC.,,1600 AMPHITHEATRE PARKWAY,MOUNTAIN VIEW,CA,94043,UNITED STATES OF AMERICA,,6502534513,NA,Y,"PORTNOY, DANIEL",DALLAS,TX,UX ENGINEER 1615.27370,15-1121,COMPUTER SYSTEMS ANALYSTS,541512,1,1,0,0,0,0,0,Y,74443,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,110400,0,Year,N,N,,,NA,MOUNTAIN VIEW,SANTA CLARA,CA,94043,3/29/2017
954,7/29/2015,8/31/2017,H-1B,8/1/2015,7/31/2018,INDIANA UNIVERSITY,,POPLARS 221,BLOOMINGTON,IN,47405,,,,NA,,",",,,ASSISTANT PROFESSOR,25-1066,"PSYCHOLOGY TEACHERS, POSTSECONDARY",611310,1,1,0,0,0,0,0,Y,48570,Year,,OES,2015,OFLC ONLINE DATA CENTER,59000,0,Year,N,N,,,NA,GARY,LAKE,IN,46408,8/4/2015
955,3/15/2017,3/21/2017,H-1B,9/11/2017,9/10/2020,ADAEQUARE INC,,4451 BROOKFIELD CORPORATE DRIVE,CHANTILLY,VA,20151,UNITED STATES OF AMERICA,,7039610700,NA,N,",",,,APPLICATION SYSTEMS ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,0,Y,73237,Year,Level II,Other,2016,OFLC ONLINE DATA CENTER,83304,0,Year,Y,N,Y,,NA,CHERRY HILL,CAMDEN,NJ,8002,
956,7/12/2017,7/18/2017,H-1B,7/15/2017,7/14/2020,DGN TECHNOLOGIES INC,,701 BRICKELL AVENUE,MIAMI,FL,33131,,,,NA,,",",,,PROGRAMMER ANALYST,15-1121,COMPUTER SYSTEMS ANALYSTS,541511,1,0,1,0,0,0,0,Y,81598,Year,,OES,2017,OFLC ONLINE DATA CENTER,97000,0,Year,Y,N,Y,Y,NA,FREMONT,CA,CA,94538,
957,3/6/2017,3/10/2017,H-1B,9/1/2017,8/31/2020,NVIDIA CORPORATION,,2701 SAN TOMAS EXPRESSWAY,SANTA CLARA,CA,95050,UNITED STATES OF AMERICA,,4084862000,NA,Y,"SATALA, MARCO",SANTA CLARA,CA,SOFTWARE ENGINEER,15-1133,"SOFTWARE DEVELOPERS, SYSTEMS SOFTWARE",334111,25,25,0,0,0,0,0,Y,119288,Year,Level IV,OES,2016,OFLC ONLINE DATA CENTER,119288,135000,Year,N,N,,,NA,AUSTIN,WILLIAMSON,TX,78717,
958,3/10/2017,3/16/2017,H-1B,7/1/2017,6/30/2018,"UNIVERSITY OF CALIFORNIA, SAN FRANCISCO",INTERNATIONAL STUDENTS & SCHOLARS OFFICE,"1675 OWENS STREET, CC-290",SAN FRANCISCO,CA,94143,UNITED STATES OF AMERICA,,4154761773,NA,N,",",,,ASSOCIATE SPECIALIST,19-1021,BIOCHEMISTS AND BIOPHYSICISTS,611310,1,1,0,0,0,0,0,Y,47445,Year,Level I,OES,2016,OFLC ONLINE DATA CENTER,53928,0,Year,N,N,,,NA,SAN FRANCISCO,SAN FRANCISCO,CA,94143,
959,3/24/2017,3/30/2017,H-1B,9/16/2017,9/15/2020,ACCENTURE LLP,,161 N. CLARK ST.,CHICAGO,IL,60601,UNITED STATES OF AMERICA,,3126930161,NA,Y,"GUPTA, OISHIKA",CHICAGO,IL,SENIOR FUNCTIONAL CONSULTANT,15-1121,COMPUTER SYSTEMS ANALYSTS,5416,1,1,0,0,0,0,0,Y,56930,Year,Level III,OES,2016,OFLC ONLINE DATA CENTER,85500,0,Year,N,N,,,NA,BARTLESVILLE,WASHINGTON,OK,74004,
960,11/18/2016,11/25/2016,H-1B,11/25/2016,11/25/2019,HOSPMAN LLC,,"5950 CANOGA AVENUE, SUITE 500",WOODLAND HILLS,CA,91367,UNITED STATES OF AMERICA,,8183896439,NA,Y,"HAO, KATHY",PASADENA,CA,SOFTWARE ENGINEER,15-1132,"SOFTWARE DEVELOPERS, APPLICATIONS",721110,1,0,0,0,0,1,0,Y,93163,Year,Level II,OES,2016,OFLC ONLINE DATA CENTER,120000,0,Year,N,N,,,NA,WOODLAND HILLS,LOS ANGELES,CA,91367,
961,1/10/2017,1/17/2017,H-1B,5/23/2017,5/22/2020,INTEL CORPORATION,,2200 MISSION COLLEGE BOULEVARD,SANTA CLARA,CA,95054,UNITED STATES OF AMERICA,,4807154205,NA,Y,"SHERIDAN REGUERIN, SANDRA",SANTA CLARA,CA,GRAPHICS HARDWARE ENGINEER,17-2061,COMPUTER HARDWARE ENGINEERS,3344,25,25,0,0,0,0,0,Y,86534,Year,,Other,2016,RADFORD GLOBAL TECHNOLOGY SURVEY CUSTOM REPORT,86534,127727,Year,N,N,,,NA,FOLSOM,SACRAMENTO,CA,95630,
